ID,filial,cidade,tipo_cliente,tipo,preço,quantidade,data,horário,pagamento,custo,rendimento,avaliação
428-83-5800,Carrefour,Sobradinho,Membro,Alimentos e Bedidas,21.08,3.00,2/9/2019,10.25,Dinheiro,63.24,3.16,7.30
430-02-3888,Big Box,Ceilândia,Normal,Tecnologia,46.02,6.00,2/7/2019,15.55,Dinheiro,276.12,13.81,7.10
430-53-4718,Big Box,Ceilândia,Membro,Saúde e Beleza,75.37,8.00,1/28/2019,15.46,Crédito,602.96,30.15,8.40
430-60-3493,Assaí,Taguatinga,Membro,Utensílios paraCasa,94.88,7.00,2/3/2019,14.38,Dinheiro,664.16,33.21,4.20
431-66-2305,Big Box,Ceilândia,Normal,Tecnologia,88.25,9.00,2/15/2019,20.51,Crédito,794.25,39.71,7.60
433-08-7822,Carrefour,Sobradinho,Normal,Saúde e Beleza,78.89,7.00,1/5/2019,19.48,Pix,552.23,27.61,7.50
433-75-6987,Big Box,Ceilândia,Membro,Saúde e Beleza,55.97,7.00,3/5/2019,19.06,Pix,391.79,19.59,8.90
434-35-9162,Big Box,Ceilândia,Membro,Alimentos e Bedidas,23.34,4.00,2/4/2019,18.53,Pix,93.36,4.67,7.40
434-83-9547,Carrefour,Sobradinho,Membro,Alimentos e Bedidas,38.47,8.00,1/23/2019,11.51,Dinheiro,307.76,15.39,7.70
435-13-4908,Assaí,Taguatinga,Membro,Acessórios,86.68,8.00,1/24/2019,18.04,Crédito,693.44,34.67,7.20
436-54-4512,Assaí,Taguatinga,Membro,Alimentos e Bedidas,91.61,1.00,3/20/2019,19.44,Dinheiro,91.61,4.58,9.80
437-53-3084,Big Box,Ceilândia,Normal,Acessórios,99.89,2.00,2/26/2019,11.48,Pix,199.78,9.99,7.10
437-58-8131,Big Box,Ceilândia,Normal,Acessórios,73.52,2.00,1/15/2019,13.41,Pix,147.04,7.35,4.60
438-01-4015,Big Box,Ceilândia,Membro,Esportes,49.49,4.00,3/21/2019,15.25,Pix,197.96,9.90,6.60
438-23-1242,Big Box,Ceilândia,Normal,Tecnologia,75.88,7.00,1/24/2019,10.38,Pix,531.16,26.56,8.90
439-54-7422,Assaí,Taguatinga,Normal,Tecnologia,51.19,4.00,3/18/2019,17.15,Crédito,204.76,10.24,4.70
440-59-5691,Carrefour,Sobradinho,Membro,Saúde e Beleza,37.15,7.00,2/8/2019,13.12,Crédito,260.05,13.00,7.70
441-94-7118,Assaí,Taguatinga,Membro,Tecnologia,71.95,1.00,2/4/2019,12.14,Dinheiro,71.95,3.60,7.30
442-44-6497,Carrefour,Sobradinho,Membro,Utensílios paraCasa,55.57,3.00,1/8/2019,11.42,Crédito,166.71,8.34,5.90
442-48-3607,Assaí,Taguatinga,Membro,Alimentos e Bedidas,23.48,2.00,3/14/2019,11.21,Crédito,46.96,2.35,7.90
443-59-0061,Assaí,Taguatinga,Membro,Alimentos e Bedidas,67.45,10.00,2/3/2019,11.25,Pix,674.50,33.73,4.20
443-60-9639,Carrefour,Sobradinho,Membro,Utensílios paraCasa,60.87,1.00,1/24/2019,13.24,Dinheiro,60.87,03.04,5.50
443-82-0585,Assaí,Taguatinga,Membro,Saúde e Beleza,77.68,4.00,2/1/2019,19.54,Dinheiro,310.72,15.54,8.40
445-30-9252,Assaí,Taguatinga,Normal,Esportes,25.70,3.00,1/17/2019,17.59,Pix,77.10,3.86,6.10
446-47-6729,Carrefour,Sobradinho,Normal,Acessórios,99.82,2.00,1/2/2019,18.09,Crédito,199.64,9.98,6.70
447-15-7839,Assaí,Taguatinga,Membro,Esportes,22.24,10.00,2/9/2019,11,Dinheiro,222.40,11.12,4.20
448-34-8700,Big Box,Ceilândia,Membro,Utensílios paraCasa,36.91,7.00,2/10/2019,13.51,Pix,258.37,12.92,6.70
448-61-3783,Assaí,Taguatinga,Normal,Tecnologia,90.02,8.00,3/21/2019,16.08,Crédito,720.16,36.01,4.50
448-81-5016,Assaí,Taguatinga,Normal,Saúde e Beleza,59.77,2.00,3/11/2019,12.01,Crédito,119.54,5.98,5.80
449-16-6770,Assaí,Taguatinga,Normal,Saúde e Beleza,50.79,5.00,2/19/2019,14.53,Crédito,253.95,12.70,5.30
449-27-2918,Big Box,Ceilândia,Membro,Esportes,39.12,1.00,3/26/2019,11.02,Crédito,39.12,1.96,9.60
450-28-2866,Carrefour,Sobradinho,Membro,Alimentos e Bedidas,17.44,5.00,1/15/2019,19.25,Dinheiro,87.20,4.36,8.10
450-42-3339,Carrefour,Sobradinho,Normal,Saúde e Beleza,84.61,10.00,2/9/2019,18.58,Crédito,846.10,42.31,8.80
451-28-5717,Carrefour,Sobradinho,Membro,Utensílios paraCasa,83.17,6.00,3/20/2019,11.23,Dinheiro,499.02,24.95,7.30
451-73-2711,Carrefour,Sobradinho,Normal,Alimentos e Bedidas,84.83,1.00,1/14/2019,15.2,Pix,84.83,4.24,8.80
452-04-8808,Big Box,Ceilândia,Normal,Tecnologia,87.08,7.00,1/26/2019,15.17,Dinheiro,609.56,30.48,5.50
453-12-7053,Carrefour,Sobradinho,Normal,Acessórios,45.74,3.00,3/10/2019,17.38,Crédito,137.22,6.86,6.50
453-33-6436,Assaí,Taguatinga,Normal,Utensílios paraCasa,93.12,8.00,2/7/2019,10.09,Dinheiro,744.96,37.25,6.80
453-63-6187,Big Box,Ceilândia,Normal,Tecnologia,27.50,3.00,3/1/2019,15.4,Pix,82.50,4.13,6.50
457-12-0244,Carrefour,Sobradinho,Membro,Esportes,35.22,6.00,3/14/2019,13.49,Pix,211.32,10.57,6.50
457-13-1708,Big Box,Ceilândia,Membro,Acessórios,65.23,10.00,1/8/2019,19.07,Crédito,652.30,32.62,5.20
457-94-0464,Big Box,Ceilândia,Membro,Tecnologia,87.87,9.00,1/31/2019,20.32,Pix,790.83,39.54,5.60
458-10-8612,Carrefour,Sobradinho,Normal,Saúde e Beleza,64.08,7.00,1/20/2019,12.27,Pix,448.56,22.43,7.60
458-41-1477,Carrefour,Sobradinho,Normal,Saúde e Beleza,46.26,6.00,3/8/2019,17.11,Crédito,277.56,13.88,9.50
458-61-0011,Big Box,Ceilândia,Normal,Alimentos e Bedidas,60.30,4.00,2/20/2019,18.43,Dinheiro,241.20,12.06,5.80
459-45-2396,Assaí,Taguatinga,Membro,Alimentos e Bedidas,99.60,3.00,2/25/2019,18.45,Dinheiro,298.80,14.94,5.80
459-50-7686,Assaí,Taguatinga,Normal,Tecnologia,23.46,6.00,1/13/2019,19.14,Pix,140.76,07.04,6.40
460-35-4390,Assaí,Taguatinga,Normal,Utensílios paraCasa,30.68,3.00,1/22/2019,11,Pix,92.04,4.60,9.10
460-93-5834,Assaí,Taguatinga,Normal,Esportes,45.58,7.00,1/13/2019,10.03,Dinheiro,319.06,15.95,5.00
462-67-9126,Assaí,Taguatinga,Normal,Utensílios paraCasa,73.22,6.00,1/21/2019,17.44,Dinheiro,439.32,21.97,7.20
462-78-5240,Carrefour,Sobradinho,Normal,Tecnologia,26.61,2.00,3/19/2019,14.35,Dinheiro,53.22,2.66,4.20
466-61-5506,Big Box,Ceilândia,Membro,Tecnologia,90.70,6.00,2/26/2019,10.52,Dinheiro,544.20,27.21,5.30
468-01-2051,Big Box,Ceilândia,Normal,Alimentos e Bedidas,62.08,7.00,3/6/2019,13.46,Pix,434.56,21.73,5.40
468-88-0009,Assaí,Taguatinga,Membro,Utensílios paraCasa,65.94,4.00,3/24/2019,10.29,Dinheiro,263.76,13.19,6.00
468-99-7231,Carrefour,Sobradinho,Normal,Utensílios paraCasa,44.01,8.00,3/3/2019,17.36,Dinheiro,352.08,17.60,8.80
470-31-3286,Big Box,Ceilândia,Normal,Saúde e Beleza,14.82,3.00,3/1/2019,11.3,Crédito,44.46,2.22,8.70
470-32-9057,Assaí,Taguatinga,Membro,Alimentos e Bedidas,51.34,5.00,3/28/2019,15.31,Crédito,256.70,12.84,9.10
471-06-8611,Carrefour,Sobradinho,Normal,Alimentos e Bedidas,52.42,1.00,2/6/2019,10.22,Crédito,52.42,2.62,6.30
471-41-2823,Carrefour,Sobradinho,Normal,Alimentos e Bedidas,99.79,2.00,3/7/2019,20.37,Pix,199.58,9.98,8.00
472-15-9636,Assaí,Taguatinga,Normal,Utensílios paraCasa,50.93,8.00,3/22/2019,19.36,Pix,407.44,20.37,9.20
474-33-8305,Carrefour,Sobradinho,Membro,Acessórios,67.39,7.00,3/23/2019,13.23,Pix,471.73,23.59,6.90
477-24-6490,Big Box,Ceilândia,Normal,Saúde e Beleza,99.71,6.00,2/26/2019,16.52,Pix,598.26,29.91,7.90
477-59-2456,Carrefour,Sobradinho,Normal,Acessórios,45.44,7.00,1/23/2019,11.15,Dinheiro,318.08,15.90,9.20
478-06-7835,Assaí,Taguatinga,Normal,Acessórios,89.69,1.00,1/11/2019,11.2,Pix,89.69,4.48,4.90
479-26-8945,Big Box,Ceilândia,Membro,Esportes,16.49,2.00,2/5/2019,11.32,Pix,32.98,1.65,4.60
480-63-2856,Carrefour,Sobradinho,Normal,Alimentos e Bedidas,19.25,8.00,1/23/2019,18.37,Pix,154.00,7.70,6.60
482-17-1179,Assaí,Taguatinga,Membro,Tecnologia,11.94,3.00,1/19/2019,12.47,Crédito,35.82,1.79,8.10
483-71-1164,Carrefour,Sobradinho,Normal,Saúde e Beleza,81.30,6.00,3/8/2019,16.43,Pix,487.80,24.39,5.30
484-22-8230,Carrefour,Sobradinho,Membro,Acessórios,51.89,7.00,1/8/2019,20.08,Dinheiro,363.23,18.16,4.50
485-30-8700,Assaí,Taguatinga,Normal,Esportes,33.26,5.00,3/18/2019,16.1,Crédito,166.30,8.32,4.20
487-79-6868,Big Box,Ceilândia,Membro,Utensílios paraCasa,12.29,9.00,3/26/2019,19.28,Crédito,110.61,5.53,8.00
488-25-4221,Carrefour,Sobradinho,Membro,Alimentos e Bedidas,30.41,1.00,2/22/2019,10.36,Crédito,30.41,1.52,8.40
489-64-4354,Carrefour,Sobradinho,Normal,Acessórios,16.28,1.00,3/9/2019,15.36,Dinheiro,16.28,0.81,5.00
489-82-1237,Assaí,Taguatinga,Normal,Tecnologia,93.88,7.00,1/5/2019,11.51,Crédito,657.16,32.86,7.30
490-29-1201,Assaí,Taguatinga,Normal,Esportes,15.34,1.00,1/6/2019,11.09,Dinheiro,15.34,0.77,6.50
490-95-0021,Big Box,Ceilândia,Membro,Alimentos e Bedidas,33.21,10.00,1/8/2019,14.25,Pix,332.10,16.61,6.00
491-38-3499,Assaí,Taguatinga,Membro,Acessórios,55.45,1.00,2/26/2019,17.46,Crédito,55.45,2.77,4.90
493-65-6248,Carrefour,Sobradinho,Membro,Esportes,36.98,10.00,1/1/2019,19.48,Crédito,369.80,18.49,7.00
497-36-0989,Assaí,Taguatinga,Normal,Acessórios,51.94,3.00,2/15/2019,15.21,Dinheiro,155.82,7.79,7.90
497-37-6538,Assaí,Taguatinga,Normal,Esportes,58.91,7.00,1/17/2019,15.15,Pix,412.37,20.62,9.70
498-41-1961,Big Box,Ceilândia,Normal,Saúde e Beleza,66.68,5.00,2/20/2019,18.01,Dinheiro,333.40,16.67,7.60
499-27-7781,Big Box,Ceilândia,Normal,Alimentos e Bedidas,53.21,8.00,3/14/2019,16.45,Pix,425.68,21.28,5.00
500-02-2261,Carrefour,Sobradinho,Normal,Alimentos e Bedidas,57.29,6.00,3/21/2019,17.04,Pix,343.74,17.19,5.90
501-61-1753,Big Box,Ceilândia,Normal,Utensílios paraCasa,63.15,6.00,1/3/2019,20.24,Pix,378.90,18.95,9.80
502-05-1910,Assaí,Taguatinga,Normal,Saúde e Beleza,65.18,3.00,2/25/2019,20.35,Crédito,195.54,9.78,6.30
503-07-0930,Carrefour,Sobradinho,Membro,Esportes,58.39,7.00,2/23/2019,19.49,Crédito,408.73,20.44,8.20
503-21-4385,Big Box,Ceilândia,Membro,Saúde e Beleza,39.91,3.00,2/21/2019,12.4,Pix,119.73,5.99,9.30
504-35-8843,Assaí,Taguatinga,Normal,Esportes,42.47,1.00,1/2/2019,16.57,Dinheiro,42.47,2.12,5.70
505-02-0892,Big Box,Ceilândia,Membro,Saúde e Beleza,42.57,8.00,2/25/2019,14.12,Pix,340.56,17.03,5.60
509-10-0516,Big Box,Ceilândia,Normal,Utensílios paraCasa,45.97,4.00,2/9/2019,12.02,Pix,183.88,9.19,5.10
509-29-3912,Assaí,Taguatinga,Membro,Esportes,38.72,9.00,3/20/2019,12.24,Pix,348.48,17.42,4.20
510-09-5628,Assaí,Taguatinga,Membro,Acessórios,19.66,10.00,3/15/2019,18.2,Crédito,196.60,9.83,7.20
510-79-0415,Big Box,Ceilândia,Membro,Esportes,23.08,6.00,1/24/2019,19.2,Pix,138.48,6.92,4.90
510-95-6347,Big Box,Ceilândia,Membro,Alimentos e Bedidas,48.52,3.00,3/5/2019,18.17,Pix,145.56,7.28,4.00
511-54-3087,Big Box,Ceilândia,Normal,Esportes,88.45,1.00,2/25/2019,16.36,Crédito,88.45,4.42,9.50
512-91-0811,Carrefour,Sobradinho,Normal,Saúde e Beleza,89.75,1.00,2/6/2019,20.05,Crédito,89.75,4.49,6.60
512-98-1403,Assaí,Taguatinga,Membro,Tecnologia,26.48,3.00,3/21/2019,10.4,Pix,79.44,3.97,4.70
514-37-2845,Big Box,Ceilândia,Normal,Acessórios,99.25,2.00,3/20/2019,13.02,Dinheiro,198.50,9.93,9.00
516-77-6464,Carrefour,Sobradinho,Membro,Saúde e Beleza,10.16,5.00,2/24/2019,13.08,Pix,50.80,2.54,4.10
518-17-2983,Assaí,Taguatinga,Normal,Acessórios,48.63,4.00,2/4/2019,15.44,Pix,194.52,9.73,7.60
518-71-6847,Big Box,Ceilândia,Membro,Alimentos e Bedidas,26.60,6.00,2/26/2019,15.1,Pix,159.60,7.98,4.90
521-18-7827,Carrefour,Sobradinho,Membro,Utensílios paraCasa,39.39,5.00,1/22/2019,20.46,Crédito,196.95,9.85,8.70
522-57-8364,Assaí,Taguatinga,Membro,Acessórios,51.34,8.00,1/31/2019,10,Pix,410.72,20.54,7.60
523-38-0215,Carrefour,Sobradinho,Normal,Utensílios paraCasa,37.00,1.00,3/6/2019,13.29,Crédito,37.00,1.85,7.90
525-09-8450,Big Box,Ceilândia,Normal,Tecnologia,72.13,10.00,1/31/2019,15.12,Crédito,721.30,36.07,4.20
525-88-7307,Big Box,Ceilândia,Membro,Esportes,75.82,1.00,1/31/2019,13.19,Dinheiro,75.82,3.79,5.80
526-86-8552,Carrefour,Sobradinho,Membro,Utensílios paraCasa,21.82,10.00,1/7/2019,17.36,Dinheiro,218.20,10.91,7.10
527-09-6272,Assaí,Taguatinga,Membro,Tecnologia,28.45,5.00,3/21/2019,10.17,Crédito,142.25,7.11,9.10
528-14-9470,Assaí,Taguatinga,Membro,Saúde e Beleza,91.30,1.00,2/14/2019,14.42,Pix,91.30,4.57,9.20
528-87-5606,Big Box,Ceilândia,Membro,Tecnologia,39.48,1.00,2/12/2019,19.43,Dinheiro,39.48,1.97,6.50
529-56-3974,Big Box,Ceilândia,Membro,Tecnologia,25.51,4.00,3/9/2019,17.03,Dinheiro,102.04,5.10,6.80
530-90-9855,Assaí,Taguatinga,Membro,Utensílios paraCasa,47.59,8.00,1/1/2019,14.47,Dinheiro,380.72,19.04,5.70
531-56-4728,Assaí,Taguatinga,Normal,Utensílios paraCasa,80.08,3.00,2/11/2019,15.29,Dinheiro,240.24,12.01,5.40
531-80-1784,Assaí,Taguatinga,Normal,Tecnologia,26.02,7.00,3/28/2019,17.38,Dinheiro,182.14,9.11,5.10
532-59-7201,Big Box,Ceilândia,Membro,Esportes,79.93,6.00,1/31/2019,14.04,Dinheiro,479.58,23.98,5.50
533-33-5337,Big Box,Ceilândia,Normal,Tecnologia,79.39,10.00,2/7/2019,20.24,Dinheiro,793.90,39.70,6.20
533-66-5566,Big Box,Ceilândia,Normal,Utensílios paraCasa,51.07,7.00,1/12/2019,11.42,Dinheiro,357.49,17.87,7.00
534-01-4457,Assaí,Taguatinga,Normal,Alimentos e Bedidas,81.71,6.00,1/27/2019,14.36,Crédito,490.26,24.51,8.00
534-53-3526,Assaí,Taguatinga,Normal,Esportes,94.76,4.00,2/11/2019,16.06,Pix,379.04,18.95,7.80
537-72-0426,Carrefour,Sobradinho,Membro,Acessórios,70.99,10.00,3/20/2019,16.28,Dinheiro,709.90,35.50,5.70
538-22-0304,Carrefour,Sobradinho,Normal,Tecnologia,64.95,10.00,3/24/2019,18.27,Dinheiro,649.50,32.48,5.20
539-21-7227,Big Box,Ceilândia,Normal,Esportes,51.54,5.00,1/26/2019,17.45,Dinheiro,257.70,12.89,4.20
540-11-4336,Assaí,Taguatinga,Normal,Alimentos e Bedidas,24.94,9.00,1/11/2019,16.49,Crédito,224.46,11.22,5.60
541-08-3113,Carrefour,Sobradinho,Normal,Alimentos e Bedidas,65.97,8.00,2/2/2019,20.29,Dinheiro,527.76,26.39,8.40
541-48-8554,Assaí,Taguatinga,Normal,Esportes,60.95,9.00,1/7/2019,12.08,Crédito,548.55,27.43,6.00
541-89-9860,Carrefour,Sobradinho,Membro,Acessórios,80.48,3.00,2/15/2019,12.31,Dinheiro,241.44,12.07,8.10
542-41-0513,Big Box,Ceilândia,Membro,Tecnologia,57.49,4.00,3/15/2019,11.57,Dinheiro,229.96,11.50,6.60
544-32-5024,Carrefour,Sobradinho,Membro,Alimentos e Bedidas,49.79,4.00,3/28/2019,19.16,Crédito,199.16,9.96,6.40
544-55-9589,Big Box,Ceilândia,Membro,Tecnologia,21.43,10.00,1/28/2019,11.51,Dinheiro,214.30,10.72,6.20
545-07-8534,Carrefour,Sobradinho,Normal,Saúde e Beleza,58.32,2.00,2/14/2019,12.42,Pix,116.64,5.83,6.00
545-46-3100,Big Box,Ceilândia,Membro,Tecnologia,10.59,3.00,3/12/2019,13.52,Crédito,31.77,1.59,8.70
546-80-2899,Assaí,Taguatinga,Membro,Utensílios paraCasa,37.69,2.00,2/20/2019,15.29,Pix,75.38,3.77,9.50
548-46-9322,Big Box,Ceilândia,Normal,Alimentos e Bedidas,39.90,10.00,2/20/2019,15.24,Crédito,399.00,19.95,5.90
548-48-3156,Assaí,Taguatinga,Membro,Alimentos e Bedidas,83.34,2.00,3/19/2019,13.37,Dinheiro,166.68,8.33,7.60
549-03-9315,Big Box,Ceilândia,Normal,Acessórios,94.87,8.00,2/12/2019,12.58,Pix,758.96,37.95,8.70
549-23-9016,Carrefour,Sobradinho,Membro,Alimentos e Bedidas,14.87,2.00,2/13/2019,18.15,Crédito,29.74,1.49,8.90
549-59-1358,Assaí,Taguatinga,Membro,Esportes,88.63,3.00,3/2/2019,17.36,Pix,265.89,13.29,6.00
549-84-7482,Big Box,Ceilândia,Normal,Esportes,90.28,9.00,2/8/2019,11.15,Pix,812.52,40.63,7.20
549-96-4200,Carrefour,Sobradinho,Membro,Alimentos e Bedidas,17.04,4.00,3/8/2019,20.15,Pix,68.16,3.41,7.00
550-84-8664,Assaí,Taguatinga,Normal,Esportes,85.91,5.00,3/22/2019,14.33,Crédito,429.55,21.48,8.60
551-21-3069,Carrefour,Sobradinho,Normal,Tecnologia,23.07,9.00,2/1/2019,11.27,Dinheiro,207.63,10.38,4.90
552-44-5977,Big Box,Ceilândia,Membro,Saúde e Beleza,62.00,8.00,1/3/2019,19.08,Crédito,496.00,24.80,6.20
554-42-2417,Carrefour,Sobradinho,Normal,Esportes,95.44,10.00,1/9/2019,13.45,Dinheiro,954.40,47.72,5.20
554-53-3790,Big Box,Ceilândia,Normal,Esportes,37.02,6.00,3/22/2019,18.33,Dinheiro,222.12,11.11,4.50
554-53-8700,Carrefour,Sobradinho,Membro,Utensílios paraCasa,56.11,2.00,2/2/2019,10.11,Dinheiro,112.22,5.61,6.30
556-41-6224,Carrefour,Sobradinho,Normal,Saúde e Beleza,33.64,8.00,2/15/2019,17.1,Crédito,269.12,13.46,9.30
556-72-8512,Carrefour,Sobradinho,Normal,Utensílios paraCasa,22.96,1.00,1/30/2019,20.47,Dinheiro,22.96,1.15,4.30
556-86-3144,Carrefour,Sobradinho,Membro,Acessórios,74.29,1.00,1/13/2019,19.3,Dinheiro,74.29,3.71,5.00
556-97-7101,Carrefour,Sobradinho,Normal,Tecnologia,63.22,2.00,1/1/2019,15.51,Dinheiro,126.44,6.32,8.50
558-60-5016,Assaí,Taguatinga,Normal,Utensílios paraCasa,33.30,9.00,3/4/2019,15.27,Pix,299.70,14.99,7.20
558-80-4082,Carrefour,Sobradinho,Normal,Tecnologia,27.85,7.00,3/14/2019,17.2,Pix,194.95,9.75,6.00
559-61-5987,Big Box,Ceilândia,Normal,Saúde e Beleza,17.75,1.00,1/14/2019,10.38,Dinheiro,17.75,0.89,8.60
559-98-9873,Assaí,Taguatinga,Membro,Acessórios,53.65,7.00,2/10/2019,12.56,Pix,375.55,18.78,5.20
560-30-5617,Big Box,Ceilândia,Normal,Esportes,24.77,5.00,3/24/2019,18.27,Dinheiro,123.85,6.19,8.50
560-49-6611,Assaí,Taguatinga,Membro,Esportes,45.58,1.00,2/7/2019,14.13,Dinheiro,45.58,2.28,9.80
562-12-5430,Assaí,Taguatinga,Membro,Acessórios,88.15,3.00,1/18/2019,10.11,Pix,264.45,13.22,7.90
563-36-9814,Assaí,Taguatinga,Membro,Tecnologia,76.82,1.00,2/13/2019,18.27,Pix,76.82,3.84,7.20
563-47-4072,Big Box,Ceilândia,Normal,Saúde e Beleza,55.81,6.00,1/22/2019,11.52,Dinheiro,334.86,16.74,9.90
563-91-7120,Assaí,Taguatinga,Normal,Acessórios,61.77,5.00,3/8/2019,13.21,Dinheiro,308.85,15.44,6.70
565-17-3836,Assaí,Taguatinga,Membro,Saúde e Beleza,47.67,4.00,3/12/2019,14.21,Dinheiro,190.68,9.53,9.10
565-67-6697,Big Box,Ceilândia,Membro,Utensílios paraCasa,27.00,9.00,3/2/2019,14.16,Dinheiro,243.00,12.15,4.80
565-80-5980,Carrefour,Sobradinho,Membro,Utensílios paraCasa,47.38,4.00,1/23/2019,10.25,Dinheiro,189.52,9.48,7.10
565-91-4567,Big Box,Ceilândia,Normal,Saúde e Beleza,10.75,8.00,3/15/2019,14.38,Pix,86.00,4.30,6.20
566-19-5475,Big Box,Ceilândia,Normal,Acessórios,47.97,7.00,1/7/2019,20.52,Dinheiro,335.79,16.79,6.20
566-71-1091,Assaí,Taguatinga,Normal,Acessórios,77.02,5.00,2/3/2019,15.59,Dinheiro,385.10,19.26,5.50
568-88-3448,Assaí,Taguatinga,Normal,Saúde e Beleza,25.00,1.00,3/3/2019,15.09,Pix,25.00,1.25,5.50
568-90-5112,Carrefour,Sobradinho,Normal,Saúde e Beleza,66.14,4.00,3/19/2019,12.46,Crédito,264.56,13.23,5.60
569-71-4390,Big Box,Ceilândia,Normal,Esportes,21.87,2.00,1/25/2019,14.29,Pix,43.74,2.19,6.90
569-76-2760,Assaí,Taguatinga,Membro,Esportes,22.01,4.00,1/29/2019,18.15,Crédito,88.04,4.40,6.60
571-94-0759,Big Box,Ceilândia,Membro,Alimentos e Bedidas,74.60,10.00,1/8/2019,20.55,Dinheiro,746.00,37.30,9.50
573-10-3877,Big Box,Ceilândia,Membro,Saúde e Beleza,39.01,1.00,3/12/2019,16.46,Crédito,39.01,1.95,4.70
573-58-9734,Big Box,Ceilândia,Normal,Acessórios,30.37,3.00,3/28/2019,13.41,Pix,91.11,4.56,5.10
573-98-8548,Carrefour,Sobradinho,Membro,Acessórios,31.90,1.00,1/5/2019,12.4,Pix,31.90,1.60,9.10
574-22-5561,Carrefour,Sobradinho,Membro,Acessórios,82.63,10.00,3/19/2019,17.08,Pix,826.30,41.32,7.90
574-31-8277,Big Box,Ceilândia,Membro,Acessórios,33.63,1.00,3/20/2019,19.55,Dinheiro,33.63,1.68,5.60
574-57-9721,Carrefour,Sobradinho,Normal,Alimentos e Bedidas,43.27,2.00,3/8/2019,16.53,Pix,86.54,4.33,5.70
574-80-1489,Big Box,Ceilândia,Membro,Alimentos e Bedidas,62.85,4.00,2/25/2019,13.22,Pix,251.40,12.57,8.70
575-30-8091,Assaí,Taguatinga,Normal,Esportes,72.50,8.00,3/16/2019,19.25,Pix,580.00,29.00,9.20
575-67-1508,Assaí,Taguatinga,Normal,Tecnologia,38.60,1.00,1/29/2019,11.26,Pix,38.60,1.93,6.70
576-31-4774,Big Box,Ceilândia,Normal,Saúde e Beleza,73.41,3.00,3/2/2019,13.1,Pix,220.23,11.01,4.00
577-34-7579,Carrefour,Sobradinho,Membro,Alimentos e Bedidas,50.49,9.00,1/10/2019,17.16,Dinheiro,454.41,22.72,5.40
578-80-7669,Big Box,Ceilândia,Normal,Esportes,74.97,1.00,3/16/2019,16.58,Dinheiro,74.97,3.75,5.60
582-52-8065,Big Box,Ceilândia,Normal,Acessórios,54.31,9.00,2/22/2019,10.49,Dinheiro,488.79,24.44,8.90
583-41-4548,Carrefour,Sobradinho,Normal,Utensílios paraCasa,16.67,7.00,2/7/2019,11.36,Pix,116.69,5.83,7.40
583-72-1480,Carrefour,Sobradinho,Membro,Tecnologia,37.06,4.00,1/31/2019,16.24,Pix,148.24,7.41,9.70
584-66-4073,Carrefour,Sobradinho,Normal,Acessórios,56.50,1.00,3/13/2019,15.45,Pix,56.50,2.83,9.60
584-86-7256,Carrefour,Sobradinho,Membro,Esportes,34.56,7.00,3/11/2019,16.07,Crédito,241.92,12.10,7.30
585-03-5943,Big Box,Ceilândia,Normal,Saúde e Beleza,18.11,10.00,3/13/2019,11.46,Pix,181.10,09.06,5.90
585-11-6748,Big Box,Ceilândia,Membro,Esportes,96.80,3.00,3/15/2019,13.05,Dinheiro,290.40,14.52,5.30
585-86-8361,Assaí,Taguatinga,Normal,Alimentos e Bedidas,27.28,5.00,2/3/2019,10.31,Crédito,136.40,6.82,8.60
585-90-0249,Assaí,Taguatinga,Membro,Tecnologia,73.26,1.00,1/27/2019,18.08,Pix,73.26,3.66,9.70
586-25-0848,Assaí,Taguatinga,Normal,Esportes,12.34,7.00,3/4/2019,11.19,Crédito,86.38,4.32,6.70
587-03-7455,Carrefour,Sobradinho,Membro,Acessórios,97.79,7.00,2/16/2019,17.3,Pix,684.53,34.23,4.90
587-73-4862,Assaí,Taguatinga,Membro,Saúde e Beleza,10.69,5.00,3/26/2019,11.07,Pix,53.45,2.67,7.60
588-01-7461,Carrefour,Sobradinho,Normal,Alimentos e Bedidas,33.98,9.00,3/24/2019,10.43,Dinheiro,305.82,15.29,4.20
588-47-8641,Assaí,Taguatinga,Membro,Acessórios,56.04,10.00,1/14/2019,19.3,Pix,560.40,28.02,4.40
589-02-8023,Assaí,Taguatinga,Membro,Alimentos e Bedidas,83.77,2.00,1/15/2019,10.54,Crédito,167.54,8.38,7.00
590-83-4591,Big Box,Ceilândia,Membro,Tecnologia,87.45,6.00,2/17/2019,14.4,Crédito,524.70,26.24,8.80
592-34-6155,Carrefour,Sobradinho,Normal,Alimentos e Bedidas,31.77,4.00,1/14/2019,14.43,Pix,127.08,6.35,6.20
592-46-1692,Carrefour,Sobradinho,Membro,Alimentos e Bedidas,36.77,7.00,1/11/2019,20.1,Dinheiro,257.39,12.87,7.40
593-08-5916,Assaí,Taguatinga,Normal,Acessórios,15.50,1.00,3/19/2019,15.23,Crédito,15.50,0.78,7.40
593-14-4239,Big Box,Ceilândia,Normal,Utensílios paraCasa,95.46,8.00,3/5/2019,19.4,Pix,763.68,38.18,4.70
593-65-1552,Carrefour,Sobradinho,Normal,Utensílios paraCasa,69.81,4.00,1/28/2019,20.5,Crédito,279.24,13.96,5.90
593-95-4461,Carrefour,Sobradinho,Membro,Utensílios paraCasa,74.86,1.00,3/24/2019,14.49,Dinheiro,74.86,3.74,6.90
